,Name,Text,Time
98,Alexandria Ocasio-Cortez,"RT @JulianCastro: Agree. Joe Biden and Congressional leaders have an opportunity to demonstrate moral clarity in this moment. They should do so. The slaughter of Israelis on October 7 was wrong, and the slaughter of innocent civilians in Gaza with disproportionate force is wrong. Need a ceasefire.",2023-10-28 23:23:11+00:00
99,Julián Castro,"Agree. Joe Biden and Congressional leaders have an opportunity to demonstrate moral clarity in this moment. They should do so. The slaughter of Israelis on October 7 was wrong, and the slaughter of innocent civilians in Gaza with disproportionate force is wrong. Need a ceasefire.",2023-10-28 21:20:41+00:00
100,Patrick Gaspard,People keep telling me that the situation in Gaza is “complicated”. There’s nothing complicated about being able to say killing innocent people is wrong and needs to stop. We said it when it was Hamas. We can say it now that it’s Israel. This is wrong. This needs to stop.,2023-10-28 01:58:11+00:00
101,Alexandria Ocasio-Cortez,"Two million people. Half children. Starved. Bombed. Cut from communication.

Have those facilitating this thought much about the future this leaves us? No.

Some may dismiss a ceasefire as naïve or worse. Yet who has a plan for what follows this destruction? What do we call that?",2023-10-28 17:24:40+00:00
102,Alexandria Ocasio-Cortez,"RT @antonioguterres: I reiterate my appeal for an immediate humanitarian ceasefire, together with the unconditional release of hostages &amp; the delivery of relief at a level corresponding to the dramatic needs of the people in Gaza, where a humanitarian catastrophe is unfolding in front of our eyes.",2023-10-28 16:04:08+00:00
103,António Guterres,"I reiterate my appeal for an immediate humanitarian ceasefire, together with the unconditional release of hostages &amp; the delivery of relief at a level corresponding to the dramatic needs of the people in Gaza, where a humanitarian catastrophe is unfolding in front of our eyes.",2023-10-28 14:25:07+00:00
104,Alexandria Ocasio-Cortez,RT @rafaelshimunov: Jews calling for #ceasefirenow have taken over NYC’s grand central station in the name of Palestinians of Gaza we say not in our name. https://t.co/PsU4f10QLV,2023-10-28 02:47:17+00:00
105,Rafael Shimunov,Jews calling for #ceasefirenow have taken over NYC’s grand central station in the name of Palestinians of Gaza we say not in our name. https://t.co/PsU4f10QLV,2023-10-27 22:06:33+00:00
106,Alexandria Ocasio-Cortez,"Cutting off all communication to a population of 2.2 million is unacceptable. Journalists, medical professionals, humanitarian efforts, and innocents are all endangered.

I do not know how such an act can be defended. The United States has historically denounced this practice.",2023-10-27 23:55:55+00:00
107,Husam Zomlot,"I have been trying to reach my family in Gaza for hours with no success. All telecommunications and internet have been cut, while Israeli strikes is literally destroying Gaza from air land and sea. How many more innocent people: children, parents and grandparents will be murdered before the world steps in?",2023-10-27 19:09:05+00:00
108,Alexandria Ocasio-Cortez,"RT @IfNotNowOrg: HAPPENING NOW: we’re at the @jvplive takeover of Grand Central Station to demand #CeasefireNOW. 

As the Israeli government starves and bombs and invades the people of Gaza in the dark, the actions we take these next days and weeks will define our lifetimes. https://t.co/Xhh1aKuv2F",2023-10-27 23:50:16+00:00
109,IfNotNow🔥,"HAPPENING NOW: we’re at the @jvplive takeover of Grand Central Station to demand #CeasefireNOW. 

As the Israeli government starves and bombs and invades the people of Gaza in the dark, the actions we take these next days and weeks will define our lifetimes. https://t.co/Xhh1aKuv2F",2023-10-27 22:04:50+00:00
110,Alexandria Ocasio-Cortez,"RT @amnesty: CEASEFIRE NOW! 
CEASEFIRE NOW! 
CEASEFIRE NOW! 
CEASEFIRE NOW!  

In the face of unfettered devastation and suffering, humanity must prevail. Demand a ceasefire by all parties to end civilian suffering. 

Act now ⬇️
https://t.co/66L4Pe7D8I",2023-10-27 22:51:30+00:00
111,Amnesty International,"CEASEFIRE NOW! 
CEASEFIRE NOW! 
CEASEFIRE NOW! 
CEASEFIRE NOW!  

In the face of unfettered devastation and suffering, humanity must prevail. Demand a ceasefire by all parties to end civilian suffering. 

Act now ⬇️
https://t.co/66L4Pe7D8I",2023-10-27 17:23:23+00:00
