,Name,Text,Time
41,Joe Biden,"RT @POTUS: Mr. President, we have known each other for a long time.

We have not always agreed. But our meetings are always candid, straightforward, and useful.

Yesterday was no different.

Our nations may be in competition, but that doesn't mean we can't compete responsibly. https://t.co/550epPY91b",2023-11-16 17:38:28+00:00
42,President Biden,"Mr. President, we have known each other for a long time.

We have not always agreed. But our meetings are always candid, straightforward, and useful.

Yesterday was no different.

Our nations may be in competition, but that doesn't mean we can't compete responsibly. https://t.co/550epPY91b",2023-11-16 16:28:04+00:00
43,Joe Biden,"RT @POTUS: I’ve just concluded a day of meetings with President Xi, and I believe they were some of the most constructive and productive discussions we’ve had.

We built on groundwork laid over the past several months of diplomacy between our countries and made important progress. https://t.co/0RT1q0FZHr",2023-11-16 00:14:02+00:00
44,President Biden,"I’ve just concluded a day of meetings with President Xi, and I believe they were some of the most constructive and productive discussions we’ve had.

We built on groundwork laid over the past several months of diplomacy between our countries and made important progress. https://t.co/0RT1q0FZHr",2023-11-16 00:05:00+00:00
45,Joe Biden,You can’t make this stuff up. https://t.co/Az5h8QeHBX,2023-11-15 22:39:05+00:00
46,Joe Biden,"Since I signed the Bipartisan Infrastructure Law, we’ve announced over 37,000 projects in 4,500 communities across the country. And we’re just getting started.",2023-11-15 18:30:05+00:00
47,Joe Biden,"Today marks two years since I signed the Bipartisan Infrastructure Law.

It's a once-in-a-generation investment in our roads, bridges, transportation, clean water systems, high-speed internet access, and it's creating good-paying, union jobs you can raise a family on. https://t.co/rSWK9uDwu9",2023-11-15 16:35:07+00:00
48,Joe Biden,"Under my predecessor, “Infrastructure Week” became a punchline.

On my watch, we got it done. https://t.co/321tJ20wll",2023-11-15 13:50:32+00:00
49,Joe Biden,"My predecessor and much of the MAGA Republican Party still deny that climate change is a problem.

Anyone who willfully denies the impact of climate change is condemning the American people to a very dangerous future.",2023-11-15 01:34:01+00:00
50,Joe Biden,"RT @POTUS: As of today, we’ve helped 22 children undergoing cancer treatment in Gaza travel to continue treatment, and we’ll continue facilitating care for more children outside of Gaza.

This wouldn't have been possible without coordination between the U.S., regional partners, and @StJude.",2023-11-14 22:48:12+00:00
51,President Biden,"As of today, we’ve helped 22 children undergoing cancer treatment in Gaza travel to continue treatment, and we’ll continue facilitating care for more children outside of Gaza.

This wouldn't have been possible without coordination between the U.S., regional partners, and @StJude.",2023-11-14 22:35:01+00:00
52,Joe Biden,"Today, we saw more progress bringing down inflation while maintaining one of the strongest job markets in history.

Annual inflation is now down 65% from its peak, and gas prices are down $1.65 from the peak after Putin’s invasion of Ukraine.",2023-11-14 22:29:04+00:00
53,Temu,Shop on Temu for quality auto products you need.,2023-12-01 14:13:24+00:00
54,Joe Biden,"Today, I am announcing $6 billion in new investments from the Inflation Reduction Act and the Bipartisan Infrastructure Law to make communities more resilient to climate change.",2023-11-14 20:15:02+00:00
55,Joe Biden,"RT @POTUS: I've always believed in the power of research to save lives and ensure Americans get the care they need.

Starting today, the first-ever White House Initiative on Women’s Health Research will work towards that goal, changing how we approach and fund women’s health research. https://t.co/9gEFbtXdBn",2023-11-13 22:30:12+00:00
