,Name,Text,Time
71,Hill Harper,"For me, this isn’t about one person or one phone call.  It’s about a broken political and campaign finance system that’s tilted towards the wealthy and powerful.

 I’m running for the U.S. Senate because I believe the wealthy and powerful have too much representation in Washington. 

I’m running to be a voice for the people. I will not be bought, or bossed, or bullied. 

I’ve been fortunate: I’ve had a successful acting career, and I’m not someone who grew up thinking I wanted to be a politician.

I’m not just running for the title. I’m not going to run against the only Palestinian-American in Congress just because some special interests don’t like her.

I’m running because I want to break the stranglehold wealthy special interests have on our politics, whether it’s the Israel lobby, the NRA or Big Pharma.",2023-11-22 20:46:59+00:00
72,Ilhan Omar,RT @JeremyBenAmi: I led the trip with @JamaalBowmanNY. It’s a fact: there are checkpoints in Hebron where security separates who can walk where by religion. Other checkpoints keep roads “sterile” of Palestinians. I’ve been there dozens of times. Join me.  @RitchieTorres @AmyPaulin @EFischberger,2023-11-22 19:51:53+00:00
73,Jeremy Ben-Ami,I led the trip with @JamaalBowmanNY. It’s a fact: there are checkpoints in Hebron where security separates who can walk where by religion. Other checkpoints keep roads “sterile” of Palestinians. I’ve been there dozens of times. Join me.  @RitchieTorres @AmyPaulin @EFischberger,2023-11-22 19:09:17+00:00
74,Ilhan Omar,RT @MarkPocan: I was with @JamaalBowmanNY in Israel/Palestine a few years back. We weren’t allowed through a checkpoint in Hebron. Very young men with guns asked if we were Jewish or Muslim. Tense as they refused to answer questions. Guessing kids with guns as security is bad idea period. True.,2023-11-22 19:51:13+00:00
75,Mark Pocan,I was with @JamaalBowmanNY in Israel/Palestine a few years back. We weren’t allowed through a checkpoint in Hebron. Very young men with guns asked if we were Jewish or Muslim. Tense as they refused to answer questions. Guessing kids with guns as security is bad idea period. True.,2023-11-22 18:48:50+00:00
76,Eitan Fischberger,"An outrageous lie from @RepBowman: ""Myself, as a sitting member of Congress, could not walk through certain checkpoints in the West Bank because I wasn't Jewish!"" There isn't a single checkpoint like this. He hates the Jews so much. He really does. 

https://t.co/uc0tl8L2dt",2023-11-22 06:03:04+00:00
77,Ilhan Omar,"Grateful for this deal—including the release of hostages, humanitarian aid to Gaza and a temporary ceasefire. 

We must continue to push for a permanent ceasefire and a release of ALL hostages to end this horror.",2023-11-22 01:54:47+00:00
78,Ali Velshi,BREAKING: The Israeli cabinet has voted in favor of a U.S./Qatar brokered deal that will see the release of several Israeli and dual-national hostages starting 11/23 over the course of a few days in exchange for a pause in  fighting and the release of Palestinian prisoners.,2023-11-22 01:11:07+00:00
79,Ilhan Omar,"RT @janashortal: This officer in Minneapolis claims IN A REPORT this man ""lost his footing"" and fell down.",2023-11-22 01:18:05+00:00
80,janashortal,"This officer in Minneapolis claims IN A REPORT this man ""lost his footing"" and fell down.",2023-11-21 23:13:26+00:00
81,daviss,"""In his police report, Villegas acknowledged he ""pushed Abdullahi to the sidewalk,"" but said ""Abdullahi lost his footing and fell down."""" https://t.co/Xu3iuIuDct https://t.co/LJZT0vhqig",2023-11-21 22:56:43+00:00
82,Ilhan Omar,"RT @ggreenwald: Every person fired over the last 7 weeks for political views, or banned, put on no-hire blacklists, or had their groups banned, have been Palestinian defenders/Israel critics.

It hasn't happened to any pro-Israel advocates, even ones saying genocidal things like ""erase Gaza.""",2023-11-21 22:52:56+00:00
83,Glenn Greenwald,"Every person fired over the last 7 weeks for political views, or banned, put on no-hire blacklists, or had their groups banned, have been Palestinian defenders/Israel critics.

It hasn't happened to any pro-Israel advocates, even ones saying genocidal things like ""erase Gaza.""",2023-11-21 21:08:35+00:00
84,Ilhan Omar,My heart breaks for the family that keeps getting re-traumatized by his abhorrent behavior. This is just unbecoming and disrespectful. I hope Don can learn to become an adult and respond with the care and respect the family of the child who died because of his negligence deserves.,2023-11-21 19:39:33+00:00
85,Will Stancil,"Don Samuels, Ilhan Omar’s once and future primary opponent, just cannot stop making glib posts about the child that drowned under his care in 2020, leading to a wrongful death settlement. The first picture is from 2022. The second picture is last week. https://t.co/F009fFQsq5",2023-11-21 19:16:57+00:00
86,DiscussingFilm,"Susan Sarandon has been dropped by her talent agency UTA after being vocal about the ongoing genocide happening in Palestine at a pro-Palestinian rally.

(Source: Deadline) https://t.co/7aKDGIMJbe",2023-11-21 20:36:33+00:00
87,Ilhan Omar,"I condemn the horrific acts we are seeing unfold today in Israel against children, women, the elderly, and the unarmed people who are being slaughtered and taken hostage by Hamas. Such senseless violence will only repeat the back and forth cycle we've seen, which we cannot allow to continue. We need to call for deescalation and ceasefire. I will keep advocating for peace and justice throughout the Middle East.",2023-10-07 18:53:58+00:00
